h3_polyfill,index,STATEFP,STATENS,AFFGEOID,GEOID,STUSPS,NAME,LSAD,ALAND,AWATER,geometry,LAT,LONG,opt_tilt
8348cefffffffff,12,35,897535,0400000US35,35,NM,New Mexico,0,3.14196E+11,728776523,"POLYGON ((-108.38454072897143 33.878466801448134, -107.93785023260511 34.432278193421524, -108.30416222025187 35.02288629334716, -109.12207881037462 35.057726880642136, -109.5652699872179 34.50180540172874, -109.19416740762854 33.91316015448695, -108.38454072897143 33.878466801448134))",34.46859737,-108.7513186,34
8348dbfffffffff,12,35,897535,0400000US35,35,NM,New Mexico,0,3.14196E+11,728776523,"POLYGON ((-105.74779673121111 36.019808612927946, -105.2800846070791 36.55521783860181, -105.63846949026974 37.144813701454396, -106.47055990059373 37.197522245390495, -106.93568071744238 36.65989154742519, -106.57142966961023 36.071784898852435, -105.74779673121111 36.019808612927946))",36.6090414,-106.1074427,35
8348c3fffffffff,12,35,897535,0400000US35,35,NM,New Mexico,0,3.14196E+11,728776523,"POLYGON ((-107.21677649965987 33.24164384793436, -106.76706425175561 33.793196407066034, -107.12498109494797 34.389422967231106, -107.93785023260511 34.432278193421524, -108.38454072897143 33.878466801448134, -108.02150413380762 33.28406755756937, -107.21677649965987 33.24164384793436))",33.83739212,-107.5754851,34
8348c1fffffffff,12,35,897535,0400000US35,35,NM,New Mexico,0,3.14196E+11,728776523,"POLYGON ((-108.46330469280113 32.72639169840882, -108.02150413380762 33.28406755756937, -108.38454072897143 33.878466801448134, -109.19416740762854 33.91316015448695, -109.6325113148718 33.35331274817626, -109.2648050608792 32.76095001402531, -108.46330469280113 32.72639169840882))",33.32027332,-108.8267756,32
8348d1fffffffff,12,35,897535,0400000US35,35,NM,New Mexico,0,3.14196E+11,728776523,"POLYGON ((-104.80948385921283 33.08349164114393, -104.35008670066111 33.62601997179677, -104.69363749429463 34.228824346560735, -105.50255283780318 34.28765877816974, -105.95985630825147 33.74267040100571, -105.61045377609392 33.14131985038157, -104.80948385921283 33.08349164114393))",33.68587724,-105.1544972,33
8348c5fffffffff,12,35,897535,0400000US35,35,NM,New Mexico,0,3.14196E+11,728776523,"POLYGON ((-108.54050198559099 31.56753075087874, -108.10348784265715 32.12862684261188, -108.46330469280113 32.72639169840882, -109.2648050608792 32.76095001402531, -109.69840479857707 32.19761368713526, -109.33403493051533 31.601965505730256, -108.54050198559099 31.56753075087874))",32.16473365,-108.9007231,32
8348dcfffffffff,12,35,897535,0400000US35,35,NM,New Mexico,0,3.14196E+11,728776523,"POLYGON ((-105.95985630825147 33.74267040100571, -105.50255283780318 34.28765877816974, -105.85490359190689 34.885495632584245, -106.67024391085529 34.936744364389185, -107.12498109494797 34.389422967231106, -106.76706425175561 33.793196407066034, -105.95985630825147 33.74267040100571))",34.34007525,-106.3133621,33
8326d6fffffffff,12,35,897535,0400000US35,35,NM,New Mexico,0,3.14196E+11,728776523,"POLYGON ((-103.2877707939648 35.83053035051066, -102.81101305686792 36.3559037770836, -103.15358439412798 36.95224132751914, -103.97964158279838 37.022120627633065, -104.4548159269732 36.49436854843134, -104.10563694167888 35.899130448198896, -103.2877707939648 35.83053035051066))",36.42658444,-103.6323051,34
8348d3fffffffff,12,35,897535,0400000US35,35,NM,New Mexico,0,3.14196E+11,728776523,"POLYGON ((-103.54814863738686 33.55999056967538, -103.08198566257964 34.095492482523106, -103.41926593641563 34.69951554102434, -104.2290936992043 34.76683203159689, -104.69363749429463 34.228824346560735, -104.35008670066111 33.62601997179677, -103.54814863738686 33.55999056967538))",34.16365644,-103.8872507,33
83269bfffffffff,12,35,897535,0400000US35,35,NM,New Mexico,0,3.14196E+11,728776523,"POLYGON ((-108.22211933522499 36.15881614550794, -107.76532497176768 36.70363636433371, -108.13836018451853 37.28546113576287, -108.97336718534912 37.32063552555869, -109.42657571411691 36.773804220096835, -109.04849433563587 36.19381685703768, -108.22211933522499 36.15881614550794))",36.74022958,-108.5956884,35
8348d0fffffffff,12,35,897535,0400000US35,35,NM,New Mexico,0,3.14196E+11,728776523,"POLYGON ((-103.6744947177274 32.41278753827775, -103.21346351282811 32.95273613956979, -103.54814863738686 33.55999056967538, -104.35008670066111 33.62601997179677, -104.80948385921283 33.08349164114393, -104.46868792153305 32.47752742090009, -103.6744947177274 32.41278753827775))",33.01964114,-104.0109351,31
8348d8fffffffff,12,35,897535,0400000US35,35,NM,New Mexico,0,3.14196E+11,728776523,"POLYGON ((-105.85490359190689 34.885495632584245, -105.39245215561284 35.42589650289034, -105.74779673121111 36.019808612927946, -106.57142966961023 36.071784898852435, -107.03130185911287 35.52911069563972, -106.67024391085529 34.936744364389185, -105.85490359190689 34.885495632584245))",35.47901259,-106.2114551,35
8348c0fffffffff,12,35,897535,0400000US35,35,NM,New Mexico,0,3.14196E+11,728776523,"POLYGON ((-107.3067438742382 32.08662614187647, -106.8619499031013 32.641975577407344, -107.21677649965987 33.24164384793436, -108.02150413380762 33.28406755756937, -108.46330469280113 32.72639169840882, -108.10348784265715 32.12862684261188, -107.3067438742382 32.08662614187647))",32.68577338,-107.6623223,32
8348ddfffffffff,12,35,897535,0400000US35,35,NM,New Mexico,0,3.14196E+11,728776523,"POLYGON ((-107.12498109494797 34.389422967231106, -106.67024391085529 34.936744364389185, -107.03130185911287 35.52911069563972, -107.85247494327143 35.572406202139746, -108.30416222025187 35.02288629334716, -107.93785023260511 34.432278193421524, -107.12498109494797 34.389422967231106))",34.98134937,-107.4868725,34
8348d5fffffffff,12,35,897535,0400000US35,35,NM,New Mexico,0,3.14196E+11,728776523,"POLYGON ((-104.92304635066674 31.930908491816908, -104.46868792153305 32.47752742090009, -104.80948385921283 33.08349164114393, -105.61045377609392 33.14131985038157, -106.06271853625502 32.592167294361595, -105.71621949979533 31.98773212707032, -104.92304635066674 31.930908491816908))",32.53640944,-105.2652477,30
8348dafffffffff,12,35,897535,0400000US35,35,NM,New Mexico,0,3.14196E+11,728776523,"POLYGON ((-104.57543863548263 35.36605485489084, -104.10563694167888 35.899130448198896, -104.4548159269732 36.49436854843134, -105.2800846070791 36.55521783860181, -105.74779673121111 36.019808612927946, -105.39245215561284 35.42589650289034, -104.57543863548263 35.36605485489084))",35.96094993,-104.9262017,36
8348cafffffffff,12,35,897535,0400000US35,35,NM,New Mexico,0,3.14196E+11,728776523,"POLYGON ((-108.30416222025187 35.02288629334716, -107.85247494327143 35.572406202139746, -108.22211933522499 36.15881614550794, -109.04849433563587 36.19381685703768, -109.49663922433255 35.64224051313173, -109.12207881037462 35.057726880642136, -108.30416222025187 35.02288629334716))",35.60885422,-108.6743057,34
8326d2fffffffff,12,35,897535,0400000US35,35,NM,New Mexico,0,3.14196E+11,728776523,"POLYGON ((-103.41926593641563 34.69951554102434, -102.94786189978626 35.23015257579706, -103.2877707939648 35.83053035051066, -104.10563694167888 35.899130448198896, -104.57543863548263 35.36605485489084, -104.2290936992043 34.76683203159689, -103.41926593641563 34.69951554102434))",35.29957534,-103.7610658,33
8348d9fffffffff,12,35,897535,0400000US35,35,NM,New Mexico,0,3.14196E+11,728776523,"POLYGON ((-107.03130185911287 35.52911069563972, -106.57142966961023 36.071784898852435, -106.93568071744238 36.65989154742519, -107.76532497176768 36.70363636433371, -108.22211933522499 36.15881614550794, -107.85247494327143 35.572406202139746, -107.03130185911287 35.52911069563972))",36.11681109,-107.39643,34
832632fffffffff,14,46,1785534,0400000US46,46,SD,South Dakota,0,1.96347E+11,3382720225,"POLYGON ((-101.49676914671463 46.00614904783415, -101.99711950990843 45.520472599940085, -101.60751328987197 44.95769689846376, -100.72915134761176 44.8718451359702, -100.21889369364187 45.34926358365524, -100.59653132389158 45.92079751285013, -101.49676914671463 46.00614904783415))",45.44002916,-101.1070298,41
832622fffffffff,14,46,1785534,0400000US46,46,SD,South Dakota,0,1.96347E+11,3382720225,"POLYGON ((-97.33740086593316 46.09236555093081, -97.89531524021551 45.62035329900979, -97.55120876321169 45.03825688469696, -96.6635995160511 44.920162922793686, -96.098524087939 45.38313078452309, -96.42784833213679 45.97321288481191, -97.33740086593316 46.09236555093081))",45.5069546,-96.99510319,40
832600fffffffff,14,46,1785534,0400000US46,46,SD,South Dakota,0,1.96347E+11,3382720225,"POLYGON ((-97.75484759977562 43.99643299465012, -98.10744762667844 43.68940029479117, -98.28394769594587 43.53636748524486, -97.95309369921226 42.96382282792633, -97.10067441178336 42.848264751331016, -96.74790268006157 43.152203184143936, -96.5686787521048 43.30285315194157, -96.88817269058379 43.879336779294704, -97.75484759977562 43.99643299465012))",43.42286942,-97.42514996,39
832789fffffffff,14,46,1785534,0400000US46,46,SD,South Dakota,0,1.96347E+11,3382720225,"POLYGON ((-102.1316032070754 44.48612601813073, -101.60751328987199 44.957696898463745, -101.99711950990843 45.520472599940085, -102.88487990520927 45.59527305852132, -103.04503505497587 45.43273193448672, -103.39299520117827 45.11622892460043, -103.01963396111636 44.56478767934834, -102.1316032070754 44.48612601813073))",45.03999043,-102.5017883,41
832614fffffffff,14,46,1785534,0400000US46,46,SD,South Dakota,0,1.96347E+11,3382720225,"POLYGON ((-100.89153038593886 43.83928160646441, -100.36671923775016 44.308638103241314, -100.54295977530184 44.58897800884859, -100.72915134761176 44.8718451359702, -101.60751328987199 44.957696898463745, -102.1316032070754 44.48612601813073, -101.76942218573427 43.927308580120965, -100.89153038593886 43.83928160646441))",44.39896516,-101.2482498,40
832788fffffffff,14,46,1785534,0400000US46,46,SD,South Dakota,0,1.96347E+11,3382720225,"POLYGON ((-104.19077675058249 46.21806105243364, -104.501983496918 45.88806672103389, -104.67500723076466 45.728764626626415, -104.2905162119215 45.18511786598635, -103.39299520117827 45.11622892460043, -103.04503504026898 45.43273194886539, -102.88487990520927 45.59527305852132, -103.29433130519647 46.154747410600926, -104.19077675058249 46.21806105243364))",45.66589108,-103.7811388,40
832631fffffffff,14,46,1785534,0400000US46,46,SD,South Dakota,0,1.96347E+11,3382720225,"POLYGON ((-98.79535959722753 45.7279012790844, -99.32928299408815 45.25282165698742, -98.97156735362213 44.67896484663958, -98.09317185071814 44.57193473857318, -97.55120876321169 45.03825688469696, -97.89531524021551 45.62035329900979, -98.79535959722753 45.7279012790844))",45.15070943,-98.4387458,40
83278bfffffffff,14,46,1785534,0400000US46,46,SD,South Dakota,0,1.96347E+11,3382720225,"POLYGON ((-103.5359544106562 44.08337983698415, -103.01963396111636 44.56478767934834, -103.39299520117827 45.11622892460043, -104.2905162119215 45.18511786598635, -104.80483851594849 44.7015472379311, -104.42379294491255 44.15126670265344, -103.5359544106562 44.08337983698415))",44.63457796,-103.9115027,40
832604fffffffff,14,46,1785534,0400000US46,46,SD,South Dakota,0,1.96347E+11,3382720225,"POLYGON ((-97.55120876321169 45.03825688469696, -98.09317185071814 44.57193473857318, -97.75484759977562 43.99643299465012, -96.88817269058379 43.879336779294704, -96.3392334597766 44.33676606087389, -96.6635995160511 44.920162922793686, -97.55120876321169 45.03825688469696))",44.45945617,-97.21450665,40
8326a5fffffffff,14,46,1785534,0400000US46,46,SD,South Dakota,0,1.96347E+11,3382720225,"POLYGON ((-103.67580237493574 43.03668483761891, -103.16576828736255 43.5255216624551, -103.5359544106562 44.08337983698415, -104.42379294491255 44.15126670265344, -104.9318092134186 43.660276972355206, -104.55415513363963 43.103568981844724, -103.67580237493574 43.03668483761891))",43.59430579,-104.0480883,39
832615fffffffff,14,46,1785534,0400000US46,46,SD,South Dakota,0,1.96347E+11,3382720225,"POLYGON ((-99.67337264756941 43.17656914937767, -99.14842441133113 43.64370607111847, -99.49064886689409 44.20999896828308, -100.36671923775016 44.308638103241314, -100.89153038593886 43.83928160646441, -100.54054158450512 43.27352690674211, -99.67337264756941 43.17656914937767))",43.74281138,-100.0189404,40
832610fffffffff,14,46,1785534,0400000US46,46,SD,South Dakota,0,1.96347E+11,3382720225,"POLYGON ((-101.05902113925103 42.796528515834865, -100.54054158450512 43.27352690674211, -100.89153038593886 43.83928160646441, -101.76942218573427 43.927308580120965, -102.28711981280435 43.44809410391682, -101.92784616911428 42.883088170289575, -101.05902113925103 42.796528515834865))",43.36216164,-101.4129157,39
832630fffffffff,14,46,1785534,0400000US46,46,SD,South Dakota,0,1.96347E+11,3382720225,"POLYGON ((-100.07176418829678 46.4044657573969, -100.59653132389158 45.92079751285013, -100.21889369364187 45.34926358365524, -99.32928299408815 45.25282165698742, -98.79535959722753 45.7279012790844, -99.15981844689327 46.3080068549222, -100.07176418829678 46.4044657573969))",45.82957513,-99.69466275,40
832616fffffffff,14,46,1785534,0400000US46,46,SD,South Dakota,0,1.96347E+11,3382720225,"POLYGON ((-102.28711981280435 43.44809410391682, -101.76942218573427 43.927308580120965, -102.1316032070754 44.48612601813073, -103.01963396111636 44.56478767934834, -103.5359544106562 44.08337983698415, -103.16576828736255 43.5255216624551, -102.28711981280435 43.44809410391682))",44.00672632,-102.6518594,40
832606fffffffff,14,46,1785534,0400000US46,46,SD,South Dakota,0,1.96347E+11,3382720225,"POLYGON ((-98.97156735362213 44.67896484663958, -99.49064886689406 44.20999896828311, -99.14842441133113 43.64370607111847, -98.28394769594587 43.53636748524486, -98.10744761103757 43.68940030850506, -97.75484759977562 43.99643299465012, -98.09317185071814 44.57193473857318, -98.97156735362213 44.67896484663958))",44.10795117,-98.62260926,40
832602fffffffff,14,46,1785534,0400000US46,46,SD,South Dakota,0,1.96347E+11,3382720225,"POLYGON ((-98.47762586397931 42.49890456471929, -97.95309369921226 42.96382282792633, -98.28394769594587 43.53636748524486, -99.14842441133113 43.64370607111847, -99.67337264756941 43.17656914937767, -99.33355209416003 42.60433463501959, -98.47762586397931 42.49890456471929))",43.0714757,-98.81212598,39
832633fffffffff,14,46,1785534,0400000US46,46,SD,South Dakota,0,1.96347E+11,3382720225,"POLYGON ((-100.21889369364187 45.34926358365524, -100.72915134761176 44.8718451359702, -100.54295977530181 44.58897800884861, -100.36671923775016 44.308638103241314, -99.49064886689406 44.20999896828311, -98.97156735362213 44.67896484663958, -99.32928299408815 45.25282165698742, -100.21889369364187 45.34926358365524))",44.78052836,-99.84929288,40
8326cbfffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-96.66289038040519 31.619530626908528, -96.18610552160048 32.12895582276997, -96.47197348814275 32.74705636213247, -97.24236474254242 32.855788524301914, -97.72016755014828 32.34353374320135, -97.42664390653239 31.725397301780013, -96.66289038040519 31.619530626908528))",32.23758876,-96.95222038,30
8348d6fffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-102.55545485536123 31.73149107960628, -102.09323459159485 32.26874743091332, -102.4190142933208 32.87992277449654, -103.21346351282811 32.95273613956979, -103.6744947177274 32.41278753827775, -103.3423716366388 31.802733078571144, -102.55545485536123 31.73149107960628))",32.34228764,-102.8832669,31
834888fffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-101.59620527198447 29.885644741509857, -101.1381884540413 30.423935041979828, -101.45286582983653 31.040561505986297, -102.23204590148163 31.11788008159638, -102.68926577217127 30.576699540271914, -102.3682006129189 29.961107168041362, -101.59620527198447 29.885644741509857))",30.50186344,-101.9131001,29
8348f2fffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-103.91986614728505 30.098849187839555, -103.46878337498599 30.646366477609185, -103.79837714158013 31.258773934619274, -104.58496660160148 31.322223035888797, -105.03439098167703 30.771960526666685, -104.69898937172063 30.161007524354826, -103.91986614728505 30.098849187839555))",30.71075656,-104.2510896,29
834880fffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-99.61811745693126 27.323266549599666, -99.16445895138713 27.858632554388617, -99.45990612886958 28.480513109678906, -100.21565706573199 28.566256070731235, -100.66924910293525 28.027691262354523, -100.36724222569752 27.40660140070484, -99.61811745693126 27.323266549599666))",27.94472722,-99.91616261,24
83489bfffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-97.89937245694294 31.208296808925432, -97.42664390653239 31.725397301780013, -97.72016755014828 32.34353374320135, -98.49387337240059 32.44435492016832, -98.96716326527918 31.92438807094608, -98.6662733881558 31.306486512885723, -97.89937245694294 31.208296808925432))",31.82629133,-98.19605764,30
8326cafffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-97.72016755014828 32.34353374320135, -97.24236474254242 32.855788524301914, -97.53754006539155 33.471611997402626, -98.3181568812816 33.57504490038732, -98.79659813541227 33.06002240289607, -98.49387337240059 32.44435492016832, -97.72016755014828 32.34353374320135))",32.95927015,-98.01860207,32
8348f6fffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-104.03902937128738 28.933940852820676, -103.5927693527946 29.484549533076915, -103.91986614728505 30.098849187839555, -104.69898937172063 30.161007524354826, -105.14358127881238 29.607563599703507, -104.81082037372222 28.994809817708152, -104.03902937128738 28.933940852820676))",29.54768558,-104.3676966,28
834893fffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-96.01171169475361 28.618476350212838, -95.54600468393127 29.133838359638744, -95.82009485976022 29.756435411794246, -96.56734672388517 29.863730793699244, -97.0342462713741 29.34525493284125, -96.75277511563485 28.722619271853223, -96.01171169475361 28.618476350212838))",29.2409465,-96.28924521,25
83446dfffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-95.82009485976022 29.756435411794246, -95.3495800358604 30.267601680669678, -95.62496066415092 30.88904085556201, -96.3784874880138 30.99947115846157, -96.85028372372997 30.48530577567558, -96.56734672388517 29.863730793699244, -95.82009485976022 29.756435411794246))",30.37781396,-96.09901878,27
834468fffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-94.60651463818212 30.153090020092943, -94.13281252599879 30.65668739036532, -94.40039764921036 31.277715125100947, -95.1495503643995 31.39557893077723, -95.62496066415092 30.88904085556201, -95.3495800358604 30.267601680669678, -94.60651463818212 30.153090020092943))",30.77416455,-94.87791225,27
83488afffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-100.36716587192403 30.340978292268073, -99.90383678183302 30.87254012427913, -100.21178382023747 31.48993750697799, -100.98988538201289 31.575020032864458, -101.45286582983653 31.040561505986297, -101.1381884540413 30.423935041979828, -100.36716587192403 30.340978292268073))",30.95805074,-100.6776504,29
8326ddfffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-98.79659813541227 33.06002240289607, -98.3181568812816 33.57504490038732, -98.62272599746812 34.18804644137447, -99.41324934807534 34.28569604325331, -99.8919269560942 33.767972438821225, -99.57994059929284 33.15531969894714, -98.79659813541227 33.06002240289607))",33.67289307,-99.10420481,32
8326d1fffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-101.00583458142107 34.466369324340654, -100.52734476868227 34.98672226016669, -100.8508769968503 35.592454190670786, -101.66007792587163 35.677119161445226, -102.13793452204679 35.15421427181647, -101.80733189571966 34.54921363695262, -101.00583458142107 34.466369324340654))",35.0718881,-101.3319044,34
8326dcfffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-99.8919269560942 33.767972438821225, -99.41324934807534 34.28569604325331, -99.72727821439909 34.895332297549636, -100.52734476868227 34.98672226016669, -101.00583458142107 34.466369324340654, -100.68454781129164 33.85727414177581, -99.8919269560942 33.767972438821225))",34.37743554,-100.2087528,33
83488dfffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-102.82052092222764 29.416459505285196, -102.3682006129189 29.961107168041362, -102.68926577217127 30.576699540271914, -103.46878337498599 30.646366477609185, -103.91986614728505 30.098849187839555, -103.5927693527946 29.484549533076915, -102.82052092222764 29.416459505285196))",30.0315674,-103.1434806,28
8326dafffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-101.30674461086157 32.18957833209205, -100.83869940750532 32.71975875592275, -101.15776180034088 33.33180163674792, -101.95168984375347 33.412813351193655, -102.4190142933208 32.87992277449654, -102.09323459159485 32.26874743091332, -101.30674461086157 32.18957833209205))",32.80131877,-101.6281787,31
83446afffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-93.39459236635007 30.534990843034052, -92.9181381363641 31.0307892980122, -93.17771064982074 31.65113143450283, -93.92181459579035 31.776382904517565, -94.40039764921036 31.277715125100947, -94.13281252599879 30.65668739036532, -93.39459236635007 30.534990843034052))",31.15549091,-93.65823493,28
83488efffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-100.51962781584173 29.18658646978793, -100.06121499284501 29.72188188001257, -100.36716587192403 30.340978292268073, -101.1381884540413 30.423935041979828, -101.59620527198447 29.885644741509857, -101.28368837257497 29.26741041078486, -100.51962781584173 29.18658646978793))",29.80530002,-100.8280356,27
83489efffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-97.0342462713741 29.34525493284125, -96.56734672388517 29.863730793699244, -96.85028372372997 30.48530577567558, -97.60749634250917 30.588285657111037, -98.07524669549043 30.0667656902352, -97.78501324623745 29.44533090648147, -97.0342462713741 29.34525493284125))",29.96666608,-97.32044711,27
8326d8fffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-100.05339930890096 32.6325603535985, -99.57994059929284 33.15531969894714, -99.8919269560942 33.767972438821225, -100.68454781129164 33.85727414177581, -101.15776180034088 33.33180163674792, -100.83869940750532 32.71975875592275, -100.05339930890096 32.6325603535985))",33.24499337,-100.3680931,32
834899fffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-99.13451190737739 30.78199736757274, -98.6662733881558 31.306486512885723, -98.96716326527918 31.92438807094608, -99.74344034359747 32.01731540907891, -100.21178382023747 31.48993750697799, -99.90383678183302 30.87254012427913, -99.13451190737739 30.78199736757274))",31.39966271,-99.43825456,29
83489dfffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-99.29873141956215 29.63373507010428, -98.83544690833989 30.162307780560454, -99.13451190737739 30.78199736757274, -99.90383678183302 30.87254012427913, -100.36716587192403 30.340978292268073, -100.06121499284501 29.72188188001257, -99.29873141956215 29.63373507010428))",30.25313024,-99.60056141,28
834891fffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-97.21486769429804 28.200277668103663, -96.75277511563485 28.722619271853223, -97.0342462713741 29.34525493284125, -97.78501324623745 29.44533090648147, -98.2478790417796 28.91983357142504, -97.95928273663748 28.297437062380762, -97.21486769429804 28.200277668103663))",28.82268398,-97.49950817,25
8326d9fffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-98.96716326527918 31.92438807094608, -98.49387337240059 32.44435492016832, -98.79659813541227 33.06002240289607, -99.57994059929284 33.15531969894714, -100.05339930890096 32.6325603535985, -99.74344034359747 32.01731540907891, -98.96716326527918 31.92438807094608))",32.53987397,-99.27283162,31
83489cfffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-98.2478790417796 28.91983357142504, -97.78501324623745 29.44533090648147, -98.07524669549043 30.0667656902352, -98.83544690833989 30.162307780560454, -99.29873141956215 29.63373507010428, -99.00148080119773 29.01271575682712, -98.2478790417796 28.91983357142504))",29.541006,-98.54108808,26
8348d2fffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-102.4190142933208 32.87992277449654, -101.95168984375347 33.412813351193655, -102.2798673944424 34.021113160459045, -103.08198566257964 34.095492482523106, -103.54814863738686 33.55999056967538, -103.21346351282811 32.95273613956979, -102.4190142933208 32.87992277449654))",33.487891,-102.749297,32
8326d5fffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-100.8508769968503 35.592454190670786, -100.36700120712757 36.10729552299554, -100.69279980327295 36.70926693447674, -101.50984190904657 36.79573890099952, -101.9931329551529 36.278414873038784, -101.66007792587163 35.677119161445226, -100.8508769968503 35.592454190670786))",36.19425032,-101.1793008,35
8326c2fffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-99.72727821439909 34.895332297549636, -99.24327512809141 35.407621943638, -99.55936122810364 36.01383457923859, -100.36700120712757 36.10729552299554, -100.8508769968503 35.592454190670786, -100.52734476868227 34.98672226016669, -99.72727821439909 34.895332297549636))",35.50141393,-100.0462542,34
834889fffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-102.68926577217127 30.576699540271914, -102.23204590148163 31.11788008159638, -102.55545485536123 31.73149107960628, -103.3423716366388 31.802733078571144, -103.79837714158013 31.258773934619274, -103.46878337498599 30.646366477609185, -102.68926577217127 30.576699540271914))",31.18988066,-103.0146369,29
834882fffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-98.41735526448814 27.76841850204962, -97.95928273663748 28.297437062380762, -98.2478790417796 28.91983357142504, -99.00148080119773 29.01271575682712, -99.45990612886958 28.480513109678906, -99.16445895138713 27.858632554388617, -98.41735526448814 27.76841850204962))",28.39048788,-98.7088386,25
8326d0fffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-102.13793452204679 35.15421427181647, -101.66007792587163 35.677119161445226, -101.9931329551529 36.278414873038784, -102.81101305686792 36.3559037770836, -103.2877707939648 35.83053035051066, -102.94786189978626 35.23015257579706, -102.13793452204679 35.15421427181647))",35.75525981,-102.473249,34
8326cdfffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-95.22376469663934 33.13469969517017, -94.7382921657573 33.63074926899123, -95.0175072313011 34.24608056480459, -95.79039001375904 34.36576408863895, -96.27743708571964 33.867039918810235, -95.9901057960558 33.25132839883662, -95.22376469663934 33.13469969517017))",33.7501484,-95.506842,31
8326dbfffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-100.21178382023747 31.48993750697799, -99.74344034359747 32.01731540907891, -100.05339930890096 32.6325603535985, -100.83869940750532 32.71975875592275, -101.30674461086157 32.18957833209205, -100.98988538201289 31.575020032864458, -100.21178382023747 31.48993750697799))",32.10491202,-100.5243638,31
8326defffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-101.15776180034088 33.33180163674792, -100.68454781129164 33.85727414177581, -101.00583458142107 34.466369324340654, -101.80733189571966 34.54921363695262, -102.2798673944424 34.021113160459045, -101.95168984375347 33.412813351193655, -101.15776180034088 33.33180163674792))",33.94064119,-101.4815017,33
83488bfffffffff,15,48,1779801,0400000US48,48,TX,Texas,0,6.76653E+11,19006305260,"POLYGON ((-101.45286582983653 31.040561505986297, -100.98988538201289 31.575020032864458, -101.30674461086157 32.18957833209205, -102.09323459159485 32.26874743091332, -102.55545485536123 31.73149107960628, -102.23204590148163 31.11788008159638, -101.45286582983653 31.040561505986297))",31.65476653,-101.7720182,30
